,Given Stock,Symbol,ISIN,Status,Date of Listing,Basic Industry,Sectoral Index,Macro-Economic Sector,Sector,Industry
329,CHAMBLFERT,CHAMBLFERT,INE085A01013,Listed,14-Jun-1995,Fertilizers,NIFTY 500                                         ,Commodities,Chemicals,Fertilizers & Agrochemicals
330,CHEMBOND,CHEMBOND,INE995D01025,Listed,20-Nov-2019,Specialty Chemicals,NA,Commodities,Chemicals,Chemicals & Petrochemicals
331,CHEMCON,CHEMCON,INE03YM01018,Listed,01-Oct-2020,Specialty Chemicals,NA,Commodities,Chemicals,Chemicals & Petrochemicals
332,CHEMFAB,CHEMFAB,INE783X01023,Listed,25-Apr-2018,Commodity Chemicals,NIFTY 500                                         ,Commodities,Chemicals,Chemicals & Petrochemicals
333,CHEMPLASTS,CHEMPLASTS,INE488A01050,Listed,24-Aug-2021,Commodity Chemicals,NA,Commodities,Chemicals,Chemicals & Petrochemicals
334,CHENNPETRO,CHENNPETRO,INE178A01016,Listed,07-Jun-2000,Refineries & Marketing,NIFTY 500                                         ,Energy,Oil Gas & Consumable Fuels,Petroleum Products
335,CHEVIOT,CHEVIOT,INE974B01016,Listed,20-Jun-2022,Jute & Jute Products,NA,Commodities,Forest Materials,Paper Forest & Jute Products
336,CHOICEIN,CHOICEIN,INE102B01014,Listed,08-Apr-2022,Holding Company,NA,Financial Services,Financial Services,Finance
337,CHOLAFIN,CHOLAFIN,INE121A01024,Listed,15-May-1996,Non Banking Financial Company (NBFC),NIFTY FINANCIAL SERVICES                          ,Financial Services,Financial Services,Finance
338,CHOLAHLDNG,CHOLAHLDNG,INE149A01033,Listed,25-Sep-2017,Investment Company,NA,Financial Services,Financial Services,Finance
339,CIGNITITEC,CIGNITITEC,INE675C01017,Listed,13-Oct-2014,IT Enabled Services,NIFTY IT                                          ,Information Technology,Information Technology,IT - Services
340,CINELINE,CINELINE,INE704H01022,Listed,13-Jun-2012,Residential Commercial Projects,NIFTY MEDIA                                       ,Consumer Discretionary,Realty,Realty
341,CINEVISTA,CINEVISTA,INE039B01026,Listed,02-May-2000,Media & Entertainment,NIFTY MEDIA                                       ,Consumer Discretionary,Media Entertainment & Publication,Entertainment
342,CIPLA,CIPLA,INE059A01026,Listed,08-Feb-1995,Pharmaceuticals,NIFTY PHARMA                                      ,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
343,CLEAN,CLEAN,INE227W01023,Listed,19-Jul-2021,Commodity Chemicals,NA,Commodities,Chemicals,Chemicals & Petrochemicals
344,CLEDUCATE,CLEDUCATE,INE201M01029,Listed,31-Mar-2017,Education,NIFTY SERVICES SECTOR                             ,Consumer Discretionary,Consumer Services,Other Consumer Services
345,CLNINDIA,CLNINDIA,INE492A01029,Listed,14-Jun-1995,Dyes And Pigments,NIFTY 500                                         ,Commodities,Chemicals,Chemicals & Petrochemicals
346,CLOUD,CLOUD,INE0JOO01013,Listed,27-Sep-2022,Other Telecom Services,NA,Telecommunication,Telecommunication,Telecom - Services
347,CLSEL,CLSEL,INE419D01026,Listed,12-May-2021,Other Agricultural Products,NA,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products
348,CMICABLES,CMICABLES,INE981B01011,Listed,29-Nov-2016,Cables - Electricals,NIFTY 500                                         ,Industrials,Capital Goods,Industrial Products
349,CMRSL,CMRSL,INE075Z01011,Listed,10-Oct-2022,Advertising & Media Agencies,NA,Consumer Discretionary,Media Entertainment & Publication,Media
350,CMSINFO,CMSINFO,INE925R01014,Listed,31-Dec-2021,Diversified Commercial Services,NA,Services,Services,Commercial Services & Supplies
351,COALINDIA,COALINDIA,INE522F01014,Listed,04-Nov-2010,Coal,NIFTY 500                                         ,Energy,Oil Gas & Consumable Fuels,Consumable Fuels
352,COASTCORP,COASTCORP,INE377E01016,Listed,08-Oct-2021,Other Food Products,NA,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products
353,COASTPP,COASTPP,IN9377E01014,Listed,18-Oct-2022,Other Food Products,NA,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products
354,COCHINSHIP,COCHINSHIP,INE704P01017,Listed,11-Aug-2017,Ship Building & Allied Services,NIFTY 500                                         ,Industrials,Capital Goods,Industrial Manufacturing
355,COFFEEDAY,COFFEEDAY,INE335K01011,Listed,02-Nov-2015,Restaurants,NIFTY 500                                         ,Consumer Discretionary,Consumer Services,Leisure Services
356,COFORGE,COFORGE,INE591G01017,Listed,30-Aug-2004,Computers - Software & Consulting,NA,Information Technology,Information Technology,IT - Software
357,COLPAL,COLPAL,INE259A01022,Listed,17-Dec-2007,Personal Care,NIFTY FMCG                                        ,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products
358,COMPINFO,COMPINFO,INE070C01037,Listed,07-Jul-2016,Computers Hardware & Equipments,NIFTY IT                                          ,Information Technology,Information Technology,IT - Hardware
359,COMPUSOFT,COMPUSOFT,INE453B01029,Listed,02-Mar-2012,Education,NIFTY IT                                          ,Consumer Discretionary,Consumer Services,Other Consumer Services
360,CONCOR,CONCOR,INE111A01025,Listed,07-May-1997,Logistics Solution Provider,NIFTY 500                                         ,Services,Services,Transport Services
361,CONFIPET,CONFIPET,INE552D01024,Listed,13-Jun-2019,LPG/CNG/PNG/LNG Supplier,NA,Energy,Oil Gas & Consumable Fuels,Gas
362,CONSOFINVT,CONSOFINVT,INE025A01027,Listed,29-Mar-2005,Non Banking Financial Company (NBFC),NIFTY 500                                         ,Financial Services,Financial Services,Finance
363,CONSUMBEES,CONSUMBEES,INF204KA1LD7,Listed,11-Apr-2014,Mutual Fund Scheme,NA,Financial Services,Financial Services,Capital Markets
364,CONTI,CONTI,INE340Z01019,Listed,04-Apr-2018,Trading & Distributors,NA,Services,Services,Commercial Services & Supplies
365,CONTROLPR,CONTROLPR,INE663B01015,Listed,24-Jun-2016,Computers Hardware & Equipments,NIFTY 500                                         ,Information Technology,Information Technology,IT - Hardware
366,COOLCAPS,COOLCAPS,INE0HS001010,Listed,24-Mar-2022,Packaging,NA,Industrials,Capital Goods,Industrial Products
367,CORALFINAC,CORALFINAC,INE558D01021,Listed,25-Mar-1996,Diversified Commercial Services,NIFTY FINANCIAL SERVICES                          ,Services,Services,Commercial Services & Supplies
368,CORDSCABLE,CORDSCABLE,INE792I01017,Listed,13-Feb-2008,Cables - Electricals,NIFTY 500                                         ,Industrials,Capital Goods,Industrial Products
369,COROMANDEL,COROMANDEL,INE169A01031,Listed,31-May-1995,Fertilizers,NIFTY 500                                         ,Commodities,Chemicals,Fertilizers & Agrochemicals
370,COSMOFIRST,COSMOFIRST,INE757A01017,Listed,25-May-1995,Packaging,NA,Industrials,Capital Goods,Industrial Products
371,COUNCODOS,COUNCODOS,INE695B01025,Listed,22-Jan-2009,Residential Commercial Projects,NIFTY 500                                         ,Consumer Discretionary,Realty,Realty
372,CPSEETF,CPSEETF,INF457M01133,Listed,04-Apr-2014,Mutual Fund Scheme,NA,Financial Services,Financial Services,Capital Markets
373,CRAFTSMAN,CRAFTSMAN,INE00LO01017,Listed,25-Mar-2021,Auto Components & Equipments,NA,Consumer Discretionary,Automobile and Auto Components,Auto Components
374,CREATIVE,CREATIVE,INE985W01018,Listed,05-Aug-2019,IT Enabled Services,NA,Information Technology,Information Technology,IT - Services
375,CREATIVEYE,CREATIVEYE,INE230B01021,Listed,20-Dec-2000,Media & Entertainment,NIFTY MEDIA                                       ,Consumer Discretionary,Media Entertainment & Publication,Entertainment
376,CREDITACC,CREDITACC,INE741K01010,Listed,23-Aug-2018,Non Banking Financial Company (NBFC),NIFTY FINANCIAL SERVICES                          ,Financial Services,Financial Services,Finance
377,CREST,CREST,INE559D01011,Listed,27-Dec-2006,Non Banking Financial Company (NBFC),NIFTY FINANCIAL SERVICES                          ,Financial Services,Financial Services,Finance
378,CRISIL,CRISIL,INE007A01025,Listed,28-Jun-1995,Other Financial Services,NIFTY 500                                         ,Financial Services,Financial Services,Finance
379,CROMPTON,CROMPTON,INE299U01018,Listed,13-May-2016,Household Appliances,NIFTY INDIA CONSUMPTION                           ,Consumer Discretionary,Consumer Durables,Consumer Durables
380,CROWN,CROWN,INE491V01019,Listed,08-Feb-2022,Industrial Equipments,NA,Industrials,Capital Goods,Industrial Manufacturing
381,CSBBANK,CSBBANK,INE679A01013,Listed,04-Dec-2019,Private Sector Bank,NA,Financial Services,Financial Services,Banks
382,CSLFINANCE,CSLFINANCE,INE718F01018,Listed,21-Jul-2022,Non Banking Financial Company (NBFC),NA,Financial Services,Financial Services,Finance
383,CTE,CTE,INE627H01017,Listed,07-Feb-2007,Computers - Software & Consulting,NIFTY IT                                          ,Information Technology,Information Technology,IT - Software
384,CUB,CUB,INE491A01021,Listed,25-Aug-1998,Private Sector Bank,NIFTY BANK                                        ,Financial Services,Financial Services,Banks
385,CUBEXTUB,CUBEXTUB,INE144D01012,Listed,24-Apr-1996,Aluminium Copper & Zinc Products,NIFTY METAL                                       ,Industrials,Capital Goods,Industrial Products
386,CUMMINSIND,CUMMINSIND,INE298A01020,Listed,29-Mar-1995,Diesel Engines,NIFTY 500                                         ,Industrials,Capital Goods,Industrial Products
387,CUPID,CUPID,INE509F01011,Listed,16-Sep-2016,Personal Care,NIFTY 500                                         ,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products
388,CYBERMEDIA,CYBERMEDIA,INE278G01037,Listed,10-Jun-2005,Electronic Media,NIFTY MEDIA                                       ,Consumer Discretionary,Media Entertainment & Publication,Media
389,CYBERTECH,CYBERTECH,INE214A01019,Listed,27-Jan-1999,Computers - Software & Consulting,NIFTY IT                                          ,Information Technology,Information Technology,IT - Software
390,CYIENT,CYIENT,INE136B01020,Listed,30-Sep-1998,IT Enabled Services,NIFTY IT                                          ,Information Technology,Information Technology,IT - Services
391,DAAWAT,DAAWAT,INE818H01020,Listed,18-Dec-2006,Packaged Foods,NIFTY 500                                         ,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products
392,DABUR,DABUR,INE016A01026,Listed,28-Apr-1999,Personal Care,NIFTY FMCG                                        ,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products
393,DALBHARAT,DALBHARAT,INE00R701025,Listed,22-Jan-2019,Cement & Cement Products,NIFTY COMMODITIES                                 ,Commodities,Construction Materials,Cement & Cement Products
394,DALMIASUG,DALMIASUG,INE495A01022,Listed,17-Jan-1996,Sugar,NIFTY FMCG                                        ,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products
395,DAMODARIND,DAMODARIND,INE497D01022,Listed,04-Jul-2016,Other Textile Products,NIFTY 500                                         ,Consumer Discretionary,Textiles,Textiles & Apparels
396,DANGEE,DANGEE,INE688Y01022,Listed,13-Nov-2020,Packaged Foods,NA,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products
397,DATAMATICS,DATAMATICS,INE365B01017,Listed,07-May-2004,IT Enabled Services,NIFTY IT                                          ,Information Technology,Information Technology,IT - Services
398,DATAPATTNS,DATAPATTNS,INE0IX101010,Listed,24-Dec-2021,Aerospace & Defense,NA,Industrials,Capital Goods,Aerospace & Defense
399,DBCORP,DBCORP,INE950I01011,Listed,06-Jan-2010,Print Media,NIFTY MEDIA                                       ,Consumer Discretionary,Media Entertainment & Publication,Media
400,DBL,DBL,INE917M01012,Listed,11-Aug-2016,Civil Construction,NIFTY INFRASTRUCTURE                              ,Industrials,Construction,Construction
401,DBOL,DBOL,INE0I3401014,Listed,08-Sep-2022,Sugar,NA,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products
402,DBREALTY,DBREALTY,INE879I01012,Listed,24-Feb-2010,Residential Commercial Projects,NIFTY REALTY                                      ,Consumer Discretionary,Realty,Realty
403,DBSTOCKBRO,DBSTOCKBRO,INE921B01025,Listed,29-Feb-2012,Stockbroking & Allied,NIFTY FINANCIAL SERVICES                          ,Financial Services,Financial Services,Capital Markets
404,DCAL,DCAL,INE385W01011,Listed,21-Sep-2017,Pharmaceuticals,NIFTY PHARMA                                      ,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
405,DCBBANK,DCBBANK,INE503A01015,Listed,27-Oct-2006,Private Sector Bank,NIFTY BANK                                        ,Financial Services,Financial Services,Banks
406,DCI,DCI,INE0A1101019,Listed,19-Oct-2022,Computers Hardware & Equipments,NA,Information Technology,Information Technology,IT - Hardware
407,DCM,DCM,INE498A01018,Listed,29-Mar-1995,IT Enabled Services,NIFTY 500                                         ,Information Technology,Information Technology,IT - Services
408,DCMFINSERV,DCMFINSERV,INE891B01012,Listed,20-Sep-2000,Investment Company,NIFTY FINANCIAL SERVICES                          ,Financial Services,Financial Services,Finance
409,DCMNVL,DCMNVL,INE08KP01019,Listed,16-Jul-2019,Other Textile Products,NA,Consumer Discretionary,Textiles,Textiles & Apparels
410,DCMSHRIRAM,DCMSHRIRAM,INE499A01024,Listed,12-Apr-1995,Diversified,NIFTY 500                                         ,Diversified,Diversified,Diversified
411,DCMSRIND,DCMSRIND,INE843D01027,Listed,24-Dec-2021,Sugar,NA,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products
412,DCW,DCW,INE500A01029,Listed,25-May-1995,Petrochemicals,NIFTY 500                                         ,Commodities,Chemicals,Chemicals & Petrochemicals
413,DECCANCE,DECCANCE,INE583C01021,Listed,02-Aug-2007,Cement & Cement Products,NIFTY COMMODITIES                                 ,Commodities,Construction Materials,Cement & Cement Products
414,DEEPAKFERT,DEEPAKFERT,INE501A01019,Listed,17-Jan-2003,Commodity Chemicals,NIFTY 500                                         ,Commodities,Chemicals,Chemicals & Petrochemicals
415,DEEPAKNTR,DEEPAKNTR,INE288B01029,Listed,29-Sep-2010,Specialty Chemicals,NIFTY 500                                         ,Commodities,Chemicals,Chemicals & Petrochemicals
416,DEEPENR,DEEPENR,INE677H01012,Listed,09-Mar-2010,Oil Exploration & Production,NA,Energy,Oil Gas & Consumable Fuels,Oil
417,DEEPINDS,DEEPINDS,INE0FHS01016,Listed,27-Apr-2021,Offshore Support Solution Drilling,NA,Energy,Oil Gas & Consumable Fuels,Oil
418,DELHIVERY,DELHIVERY,INE148O01028,Listed,24-May-2022,Logistics Solution Provider,NA,Services,Services,Transport Services
419,DELPHIFX,DELPHIFX,INE726L01019,Listed,28-Jun-2011,Other Financial Services,NA,Financial Services,Financial Services,Finance
420,DELTACORP,DELTACORP,INE124G01033,Listed,02-Nov-2007,Amusement Parks/ Other Recreation,NIFTY 500                                         ,Consumer Discretionary,Consumer Services,Leisure Services
421,DELTAMAGNT,DELTAMAGNT,INE393A01011,Listed,18-Oct-1995,Other Industrial Products,NIFTY 500                                         ,Industrials,Capital Goods,Industrial Products
422,DEN,DEN,INE947J01015,Listed,24-Nov-2009,TV Broadcasting & Software Production,NIFTY MEDIA                                       ,Consumer Discretionary,Media Entertainment & Publication,Entertainment
423,DENORA,DENORA,INE244A01016,Listed,07-Aug-1997,Electrodes,NIFTY 500                                         ,Industrials,Capital Goods,Industrial Products
424,DESTINY,DESTINY,INE0IGO01011,Listed,13-Oct-2021,Logistics Solution Provider,NA,Services,Services,Transport Services
425,DEVIT,DEVIT,INE060X01018,Listed,15-Feb-2022,IT Enabled Services,NA,Information Technology,Information Technology,IT - Services
426,DEVYANI,DEVYANI,INE872J01023,Listed,16-Aug-2021,Restaurants,NA,Consumer Discretionary,Consumer Services,Leisure Services
427,DFMFOODS,DFMFOODS,INE456C01020,Listed,29-Dec-2016,Packaged Foods,NIFTY FMCG                                        ,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products
428,DGCONTENT,DGCONTENT,INE03JI01017,Listed,18-Jun-2019,Advertising & Media Agencies,NA,Consumer Discretionary,Media Entertainment & Publication,Media
429,DHAMPURSUG,DHAMPURSUG,INE041A01016,Listed,29-Mar-1995,Sugar,NIFTY FMCG                                        ,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products
430,DHANBANK,DHANBANK,INE680A01011,Listed,01-Apr-2004,Private Sector Bank,NIFTY BANK                                        ,Financial Services,Financial Services,Banks
431,DHANI,DHANI,INE274G01010,Listed,02-Apr-2008,Other Financial Services,NA,Financial Services,Financial Services,Finance
432,DHANILOANS,DHANILOANS,INE614X07076,Listed,12-Mar-2019,NA,NA,,,
433,DHANUKA,DHANUKA,INE435G01025,Listed,29-Jun-2011,Pesticides & Agrochemicals,NIFTY 500                                         ,Commodities,Chemicals,Fertilizers & Agrochemicals
434,DHARAMSI,,,,,,,,,
435,DHARSUGAR,DHARSUGAR,INE988C01014,Listed,14-Mar-2001,Sugar,NIFTY FMCG                                        ,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products
436,DHRUV,DHRUV,INE506Z01015,Listed,25-Nov-2021,Consulting Services,NA,Services,Services,Commercial Services & Supplies
437,DHUNINV,DHUNINV,INE320L01011,Listed,18-Mar-2011,Investment Company,NIFTY FINANCIAL SERVICES                          ,Financial Services,Financial Services,Finance
438,DIAMONDYD,DIAMONDYD,INE393P01035,Listed,05-Oct-2017,Packaged Foods,NIFTY FMCG                                        ,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products
439,DICIND,DICIND,INE303A01010,Listed,30-Aug-1995,Printing Inks,NIFTY 500                                         ,Commodities,Chemicals,Chemicals & Petrochemicals
440,DIGISPICE,DIGISPICE,INE927C01020,Listed,27-May-2008,IT Enabled Services,NA,Information Technology,Information Technology,IT - Services
